ICD-9,DiseaseName
44023,Ath ext ntv art ulcrtion 
44024,Ath ext ntv art gngrene 
44029,Athrsc extrm ntv art oth 
44030,Athscl extrm bps gft NOS 
44031,Ath ext autologs bps gft 
44032,Ath ext nonautlg bps gft 
4404, Chr tot occl art extrem 
4408, Atherosclerosis NEC 
4409, Atherosclerosis NOS 
44100,Dsct of aorta unsp site 
44101,Dsct of thoracic aorta 
44102,Dsct of abdominal aorta 
44103,Dsct of thoracoabd aorta 
4411, Ruptur thoracic aneurysm 
4412, Thoracic aortic aneurysm 
4413, Rupt abd aortic aneurysm 
4414, Abdom aortic aneurysm 
4415, Rupt aortic aneurysm NOS 
4416, Thoracoabd aneurysm rupt 
4417, Thracabd anurysm wo rupt 
4419, Aortic aneurysm NOS 
4420, Upper extremity aneurysm 
4421, Renal artery aneurysm 
4422, Iliac artery aneurysm 
4423, Lower extremity aneurysm 
44281,Aneurysm of neck 
44282,Subclavian aneurysm 
44283,Splenic artery aneurysm 
44284,Visceral aneurysm NEC 
44289,Aneurysm NEC 
4429, Aneurysm NOS 
4430, Raynaud's syndrome 
4431, Thromboangiit obliterans 
44321,Dissect carotid artery 
44322,Dissection iliac artery 
44323,Dissection renal artery 
44324,Dissect vertebral artery 
44329,Dissection artery NEC 
44381,Angiopathy in other dis 
44382,Erythromelalgia 
44389,Periph vascular dis NEC 
4439, Periph vascular dis NOS 
44401,Saddle embolus abd aorta 
44409,Ot art emb/thrm abd aort 
4441, Thoracic aortic embolism 
44421,Upper extremity embolism 
44422,Lower extremity embolism 
44481,Iliac artery embolism 
44489,Arterial embolism NEC 
4449, Arterial embolism NOS 
44501,"Atheroembolism,upper ext "
44502,"Atheroembolism,lower ext "
44581,"Atheroembolism, kidney "
44589,"Atheroembolism, site NEC "
4460, Polyarteritis nodosa 
4461, Mucocutan lymph node syn 
44620,Hypersensit angiitis NOS 
44621,Goodpasture's syndrome 
44629,Hypersensit angiitis NEC 
4463, Lethal midline granuloma 
4464, Wegener's granulomatosis 
4465, Giant cell arteritis 
4466, Thrombot microangiopathy 
4467, Takayasu's disease 
4470, Acq arterioven fistula 
4471, Stricture of artery 
4472, Rupture of artery 
4473, Renal artery hyperplasia 
4474, Celiac art compress syn 
4475, Necrosis of artery 
4476, Arteritis NOS 
44770,"Aortic ectasia, site NOS "
44771,Thoracic aortic ectasia 
44772,Abdominal aortic ectasia 
44773,Thoracoabd aortc ectasia 
4478, Arterial disease NEC 
4479, Arterial disease NOS 
4480, Heredit hemorr telangiec 
4481," Nevus, non-neoplastic "
4489, Capillary dis NEC/NOS 
449,  Septic arterial embolism 
4510, Superfic phlebitis-leg 
45111,Femoral vein phlebitis 
45119,Deep phlebitis-leg NEC 
4512, Thrombophlebitis leg NOS 
45181,Iliac thrombophlebitis 
45182,Phlbts sprfc vn up extrm 
45183,Phlbts deep vn up extrm 
45184,Phlbts vn NOS up extrm 
45189,Thrombophlebitis NEC 
4519, Thrombophlebitis NOS 
452,  Portal vein thrombosis 
4530, Budd-chiari syndrome 
4531, Thrombophlebitis migrans 
4532, Oth inf vena cava thromb 
4533, Renal vein thrombosis 
45340,Ac DVT/embl low ext NOS 
45341,Ac DVT/emb prox low ext 
45342,Ac DVT/emb distl low ext 
45350,Ch DVT/embl low ext NOS 
45351,Ch DVT/embl prox low ext 
45352,Ch DVT/embl dstl low ext 
4536, Embl suprfcl ves low ext 
45371,Ch emblsm suprfcl up ext 
45372,Ch DVT/embl up ext 
45373,Ch emblsm up ext NOS 
45374,Ch emblsm axillary veins 
45375,Ch emblsm subclav veins 
45376,Ch embl internl jug vein 
45377,Ch embl thorac vein NEC 
45379,Ch emblsm veins NEC 
45381,Ac embl suprfcl up ext 
45382,Ac DVT/embl up ext 
45383,Ac emblsm up ext NOS 
45384,Ac emblsm axillary veins 
45385,Ac embl subclav veins 
45386,Ac embl internl jug vein 
45387,Ac embl thorac vein NEC 
45389,Ac embolism veins NEC 
4539, Venous thrombosis NOS 
4540, Leg varicosity w ulcer 
4541, Leg varicosity w inflam 
4542, Varicos leg ulcer/inflam 
4548," Varic vein leg,comp NEC "
4549, Asympt varicose veins 
4550, Int hemorrhoid w/o compl 
4551, Int thrombos hemorrhoid 
4552, Int hemrrhoid w comp NEC 
4553, Ext hemorrhoid w/o compl 
4554, Ext thrombos hemorrhoid 
4555, Ext hemrrhoid w comp NEC 
4556, Hemorrhoids NOS 
4557, Thrombos hemorrhoids NOS 
4558, Hemrrhoid NOS w comp NEC 
4559, Residual hemorrhoid tags 
4560, Esophag varices w bleed 
4561, Esoph varices w/o bleed 
45620,Bleed esoph var oth dis 
45621,Esoph varice oth dis NOS 
4563, Sublingual varices 
4564, Scrotal varices 
4565, Pelvic varices 
4566, Vulval varices 
4568, Varices of other sites 
4570, Postmastect lymphedema 
4571, Other lymphedema 
4572, Lymphangitis 
4578, Noninfect lymph dis NEC 
4579, Noninfect lymph dis NOS 
4580, Orthostatic hypotension 
4581, Chronic hypotension 
45821,Hemododialysis hypotensn 
45829,Iatrogenc hypotnsion NEC 
4588, Hypotension NEC 
4589, Hypotension NOS 
4590, Hemorrhage NOS 
45910,Postphlbtc synd w/o comp 
45911,Postphlebtc synd w ulcer 
45912,Postphlebtc syn w inflam 
45913,Postphl syn w ulc&inflam 
45919,Postphleb synd comp NEC 
4592, Compression of vein 
45930,Chr venous hypr w/o comp 
45931,Chr venous hyper w ulcer 
45932,Chr venous hypr w inflam 
45933,Chr ven hyp w ulc&inflam 
45939,Chr venous hyp comp NEC 
45981,Venous insufficiency NOS 
45989,Circulatory disease NEC 
4599, Circulatory disease NOS 
460,  Acute nasopharyngitis 
4610, Ac maxillary sinusitis 
4611, Ac frontal sinusitis 
4612, Ac ethmoidal sinusitis 
4613, Ac sphenoidal sinusitis 
4618, Other acute sinusitis 
4619, Acute sinusitis NOS 
462,  Acute pharyngitis 
463,  Acute tonsillitis 
46400,Ac laryngitis w/o obst 
46401,Ac laryngitis w obstruct 
46410,Ac tracheitis no obstruc 
46411,Ac tracheitis w obstruct 
46420,Ac laryngotrach no obstr 
46421,Ac laryngotrach w obstr 
46430,Ac epiglottitis no obstr 
46431,Ac epiglottitis w obstr 
4644, Croup 
46450,Supraglottis w/o obs NOS 
46451,Supraglottis w obstr NOS 
4650, Acute laryngopharyngitis 
4658, Acute uri mult sites NEC 
4659, Acute uri NOS 
4660, Acute bronchitis 
46611,Acu broncholitis d/t RSV 
46619,Acu brnchlts d/t oth org 
470,  Deviated nasal septum 
4710, Polyp of nasal cavity 
4711, Polypoid sinus degen 
4718, Nasal sinus polyp NEC 
4719, Nasal polyp NOS 
4720, Chronic rhinitis 
4721, Chronic pharyngitis 
4722, Chronic nasopharyngitis 
4730, Chr maxillary sinusitis 
4731, Chr frontal sinusitis 
4732, Chr ethmoidal sinusitis 
4733, Chr sphenoidal sinusitis 
4738, Chronic sinusitis NEC 
4739, Chronic sinusitis NOS 
47400,Chronic tonsillitis 
47401,Chronic adenoiditis 
47402,Chronic tonsils&adenoids 
47410,Hypertrophy T and A 
47411,Hypertrophy tonsils 
47412,Hypertrophy adenoids 
4742, Adenoid vegetations 
4748, Chr T & A dis NEC 
4749, Chr T & A dis NOS 
475,  Peritonsillar abscess 
4760, Chronic laryngitis 
4761, Chr laryngotracheitis 
4770, Rhinitis due to pollen 
4771, Allergic rhinitis-food 
4772, Allerg rhinitis-cat/dog 
4778, Allergic rhinitis NEC 
4779, Allergic rhinitis NOS 
4780, Hypertrph nasal turbinat 
47811,Nasal mucositis (ulcer) 
47819,Nasal & sinus dis NEC 
47820,Disease of pharynx NOS 
47821,Cellulitis of pharynx 
47822,Parapharyngeal abscess 
47824,Retropharyngeal abscess 
47825,Edema pharynx/nasopharyx 
47826,Cyst pharynx/nasopharynx 
47829,Disease of pharynx NEC 
47830,Vocal cord paralysis NOS 
47831,Vocal paral unilat part 
47832,Vocal paral unilat total 
47833,Vocal paral bilat part 
47834,Vocal paral bilat total 
4784, Vocal cord/larynx polyp 
4785, Vocal cord disease NEC 
4786, Edema of larynx 
47870,Disease of larynx NOS 
47871,Laryngeal cellulitis 
47874,Stenosis of larynx 
47875,Laryngeal spasm 
47879,Disease of larynx NEC 
4788, Urt hypersens react NOS 
4789, Upper resp dis NEC/NOS 
4800, Adenoviral pneumonia 
4801, Resp syncyt viral pneum 
4802, Parinfluenza viral pneum 
4803, Pneumonia due to SARS 
4808, Viral pneumonia NEC 
4809, Viral pneumonia NOS 
481,  Pneumococcal pneumonia 
4820, K. pneumoniae pneumonia 
4821, Pseudomonal pneumonia 
4822, H.influenzae pneumonia 
48230,Streptococcal pneumn NOS 
48231,Pneumonia strptococcus a 
48232,Pneumonia strptococcus b 
48239,Pneumonia oth strep 
48240,Staphylococcal pneu NOS 
48241,Meth sus pneum d/t Staph 
48242,Meth res pneu d/t Staph 
48249,Staph pneumonia NEC 
48281,Pneumonia anaerobes 
48282,Pneumonia e coli 
48283,Pneumo oth grm-neg bact 
48284,Legionnaires' disease 
48289,Pneumonia oth spcf bact 
4829, Bacterial pneumonia NOS 
4830, Pneu mycplsm pneumoniae 
4831, Pneumonia d/t chlamydia 
4838, Pneumon oth spec orgnsm 
4841, Pneum w cytomeg incl dis 
4843, Pneumonia in whoop cough 
4845, Pneumonia in anthrax 
4846, Pneum in aspergillosis 
4847, Pneum in oth sys mycoses 
4848, Pneum in infect dis NEC 
485,  Bronchopneumonia org NOS 
486,"  Pneumonia, organism NOS "
4870, Influenza with pneumonia 
4871, Flu w resp manifest NEC 
4878, Flu w manifestation NEC 
48801,Flu dt iden avian w pneu 
48802,Flu dt avian w oth resp 
48809,Flu dt avian manfest NEC 
48811,Flu dt 2009 H1N1 w pneu 
48812,Flu-2009 H1N1 w oth resp 
48819,Flu-2009 H1N1 w oth man 
48881,Flu dt nvl A vrs w pneu 
48882,Flu dt nvl A w oth resp 
48889,Flu dt novel A w oth man 
490,  Bronchitis NOS 
4910, Simple chr bronchitis 
4911, Mucopurul chr bronchitis 
49120,Obst chr bronc w/o exac 
49121,Obs chr bronc w(ac) exac 
49122,Obs chr bronc w ac bronc 
4918, Chronic bronchitis NEC 
4919, Chronic bronchitis NOS 
4920, Emphysematous bleb 
4928, Emphysema NEC 
49300,Extrinsic asthma NOS 
49301,Ext asthma w status asth 
49302,Ext asthma w(acute) exac 
49310,Intrinsic asthma NOS 
49311,Int asthma w status asth 
49312,Int asthma w (ac) exac 
49320,Chronic obst asthma NOS 
49321,Ch ob asthma w stat asth 
49322,Ch obst asth w (ac) exac 
49381,Exercse ind bronchospasm 
49382,Cough variant asthma 
49390,Asthma NOS 
49391,Asthma w status asthmat 
49392,Asthma NOS w (ac) exac 
4940, Bronchiectas w/o ac exac 
4941, Bronchiectasis w ac exac 
4950, Farmers' lung 
4951, Bagassosis 
4952, Bird-fanciers' lung 
4953, Suberosis 
4954, Malt workers' lung 
4955, Mushroom workers' lung 
4956, Mapl bark-stripprs' lung 
4957," ""ventilation"" pneumonit "
4958, Allerg alveol/pneum NEC 
4959, Allerg alveol/pneum NOS 
496,  Chr airway obstruct NEC 
500,  Coal workers' pneumocon 
501,  Asbestosis 
502,  Silica pneumocon NEC 
503,  Inorg dust pneumocon NEC 
504,  Dust pneumonopathy NEC 
505,  Pneumoconiosis NOS 
5060, Fum/vapor bronc/pneumon 
5061, Fum/vapor ac pulm edema 
5062, Fum/vapor up resp inflam 
5063, Fum/vap ac resp cond NEC 
5064, Fum/vapor chr resp cond 
5069, Fum/vapor resp cond NOS 
5070, Food/vomit pneumonitis 
5071, Oil/essence pneumonitis 
5078, Solid/liq pneumonit NEC 
5080, Ac pul manif d/t radiat 
5081, Chr pul manif d/t radiat 
5082, Resp cond dt smoke inhal 
5088, Resp cond: ext agent NEC 
5089, Resp cond: ext agent NOS 
5100, Empyema with fistula 
5109, Empyema w/o fistula 
5110, Pleurisy w/o effus or TB 
5111, Bact pleur/effus not TB 
51181,Malignant pleural effusn 
51189,Effusion NEC exc tb 
5119, Pleural effusion NOS 
5120, Spont tens pneumothorax 
5121, Iatrogenic pneumothorax 
5122, Postoperative air leak 
51281,Prim spont pneumothorax 
51282,Sec spont pneumothorax 
51283,Chronic pneumothorax 
51284,Other air leak 
51289,Other pneumothorax 
5130, Abscess of lung 
5131, Abscess of mediastinum 
514,  Pulm congest/hypostasis 
515,  Postinflam pulm fibrosis 
5160, Pul alveolar proteinosis 
5161, Idio pulm hemosiderosis 
5162, Pulm alveolar microlith 
51630,Idiopath inters pneu NOS 
51631,Idiopath pulmon fibrosis 
51632,Idio non-spec inter pneu 
51633,Acute interstitial pneum 
51634,Resp brncio interst lung 
51635,Idiopth lym interst pneu 
51636,Cryptogenic organiz pneu 
51637,Desquamatv interst pneu 
5164, Lymphangioleiomyomatosis 
5165, Adlt pul Langs cell hist 
51661,Neuroend cell hyprpl inf 
51662,Pulm interstitl glycogen 
51663,Surfactant mutation lung 
51664,Alv cap dysp w vn misaln 
51669,Oth intrst lung dis chld 
5168, Alveol pneumonopathy NEC 
5169, Alveol pneumonopathy NOS 
5171, Rheumatic pneumonia 
5172, Syst sclerosis lung dis 
5173, Acute chest syndrome 
5178, Lung involv in oth dis 
5180, Pulmonary collapse 
5181, Interstitial emphysema 
5182, Compensatory emphysema 
5183, Pulmonary eosinophilia 
5184, Acute lung edema NOS 
51851,Ac resp flr fol trma/srg 
51852,Ot pul insuf fol trm/srg 
51853,Ac/chr rsp flr fol tr/sg 
5186, Alrgc brncpul asprglosis 
5187, Transfsn rel ac lung inj 
51881,Acute respiratry failure 
51882,Other pulmonary insuff 
51883,Chronic respiratory fail 
51884,Acute & chronc resp fail 
51889,Other lung disease NEC 
51900,Tracheostomy comp NOS 
51901,Tracheostomy infection 
51902,Tracheostomy - mech comp 
51909,Tracheostomy comp NEC 
51911,Acute bronchospasm 
51919,Trachea & bronch dis NEC 
5192, Mediastinitis 
5193, Mediastinum disease NEC 
5194, Disorders of diaphragm 
5198, Resp system disease NEC 
5199, Resp system disease NOS 
5200, Anodontia 
5201, Supernumerary teeth 
5202, Abnormal tooth size/form 
5203, Mottled teeth 
5204, Tooth formation disturb 
5205, Heredit tooth struct NEC 
5206, Tooth eruption disturb 
5207, Teething syndrome 
5208, Tooth devel/erup dis NEC 
5209, Tooth devel/erup dis NOS 
52100,Dental caries NOS 
52101,Dental caries - enamel 
52102,Dental caries - dentine 
52103,Dental caries - pulp 
52104,Dental caries - arrested 
52105,Odontoclasia 
52106,Dentl caries-pit/fissure 
52107,Dentl caries-smooth surf 
52108,Dental caries-root surf 
52109,Dental caries NEC 
52110,Excessive attrition NOS 
52111,Excess attrition-enamel 
52112,Excess attrition-dentine 
52113,Excessive attrition-pulp 
52114,Excess attrition-local 
52115,Excess attrition-general 
52120,Abrasion NOS 
52121,Abrasion-enamel 
52122,Abrasion-dentine 
52123,Abrasion-pulp 
52124,Abrasion-localized 
52125,Abrasion-generalized 
52130,Erosion NOS 
52131,Erosion-enamel 
52132,Erosion-dentine 
52133,Erosion-pulp 
52134,Erosion-localized 
52135,Erosion-generalized 
52140,Path resorption NOS 
52141,Path resorption-internal 
52142,Path resorption-external 
52149,Path resorption NEC 
5215, Hypercementosis 
5216, Ankylosis of teeth 
5217, Intrin posteruptv color 
52181,Cracked tooth 
52189,Dis hard tiss teeth NEC 
5219, Hard tiss dis teeth NOS 
5220, Pulpitis 
5221, Necrosis of tooth pulp 
5222, Tooth pulp degeneration 
5223, Abn hard tiss-tooth pulp 
5224, Ac apical periodontitis 
5225, Periapical abscess 
5226, Chr apical periodontitis 
5227, Periapical absc w sinus 
5228, Radicular cyst 
5229, Pulp/periapical dis NEC 
52300,"Acute gingititis, plaque "
52301,"Ac gingivitis,nonplaque "
52310,"Chronc gingititis,plaque "
52311,Chr gingivitis-nonplaque 
52320,Gingival recession NOS 
52321,Gingival recess-minimal 
52322,Gingival recess-moderate 
52323,Gingival recess-severe 
52324,Gingival recession-local 
52325,Gingival recess-general 
52330,Aggres periodontitis NOS 
52331,"Aggres periodontitis,loc "
52332,"Aggres periodontitis,gen "
52333,Acute periodontitis 
52340,Chronc periodontitis NOS 
52341,"Chr periodontitis, local "
52342,"Chron periodontitis,gen "
5235, Periodontosis 
5236, Accretions on teeth 
5238, Periodontal disease NEC 
5239, Gingiv/periodont dis NOS 
52400,Unspcf anomaly jaw size 
52401,Maxillary hyperplasia 
52402,Mandibular hyperplasia 
52403,Maxillary hypoplasia 
52404,Mandibular hypoplasia 
52405,Macrogenia 
52406,Microgenia 
52407,Excessive tuberosity-jaw 
52409,Oth spcf anmly jaw size 
52410,Unspcf anm jaw cranl bse 
52411,Maxillary asymmetry 
52412,Other jaw asymmetry 
52419,Spcfd anom jaw cranl bse 
52420,Anomaly dental arch NOS 
52421,Malocc- Angle's class I 
52422,Malocc-Angle's class II 
52423,Malocc-Angle's class III 
52424,Open anterior occlusion 
52425,Open posterior occlusion 
52426,Excess horizontl overlap 
52427,Reverse articulation 
52428,Anom interarch distance 
52429,Anomaly dental arch NEC 
52430,Tooth position anom NOS 
52431,Crowding of teeth 
52432,Excessive spacing-teeth 
52433,Horizontl displace-teeth 
52434,Vertical displace-teeth 
52435,Rotation of teeth 
52436,Insuf interocclusl-teeth 
52437,Exces interocclusl-teeth 
52439,Tooth position anom NEC 
5244, Malocclusion NOS 
52450,Dentofac funct abnor NOS 
52451,Abnormal jaw closure 
52452,Limited mandibular ROM 
52453,Dev open/close mandible 
52454,Insuff anterior guidance 
52455,Centric occl intrcsp dis 
52456,Nonwork side interfrnce 
52457,Lack post occlsl support 
52459,Dentofac funct abnor NEC 
52460,TMJ disorders NOS 
52461,Adhesns/ankylosis - TMJ 
52462,Arthralgia TMJ 
52463,Articular disc disorder 
52464,TMJ sounds opn/close jaw 
52469,Other specf TMJ disordrs 
52470,Unspf dent alvelr anmaly 
52471,Alveolar maxil hyprplsia 
52472,Alveolar mandib hyprplas 
52473,Alveolar maxil hypoplsia 
52474,Alveolar mandb hypoplsia 
52475,Vertical displace teeth 
52476,Occlusal plane deviation 
52479,Oth spcf alveolar anmaly 
52481,Anterior soft tiss impg 
52482,Posterior soft tiss impg 
52489,Dentofacial anomaly NEC 
5249, Dentofacial anomaly NOS 
5250, Exfoliation of teeth 
52510,Acq absence of teeth NOS 
52511,Loss of teeth d/t trauma 
52512,Loss teeth d/t peri dis 
52513,Loss of teeth d/t caries 
52519,Loss of teeth NEC 
52520,Atrophy alvlar ridge NOS 
52521,Atrophy mandible-minimal 
52522,Atrophy mandible-modrate 
52523,Atrophy mandible-severe 
52524,Atrophy maxilla-minimal 
52525,Atrophy maxilla-moderate 
52526,Atrophy maxilla-severe 
5253, Retained dental root 
52540,Complete edentulism NOS 
52541,"Comp edentulism,class I "
52542,"Comp edentulism,class II "
52543,"Comp edentulsm,class III "
52544,"Comp edentulism,class IV "
52550,Partial edentulism NOS 
52551,"Part edentulism,class I "
52552,"Part edentulism,class II "
52553,"Part edentulsm,class III "
52554,"Part edentulism,class IV "
52560,Unsat restore tooth NOS 
52561,Open restoration margins 
52562,Overhang dental restore 
52563,Fx dental mat w/o loss 
52564,Fx dentl material w loss 
52565,Contour restore tooth 
52566,Allergy dental res mat 
52567,Poor aesthetics restore 
52569,Unsat restore tooth NEC 
52571,Osseo fail dental implnt 
52572,Post-osse biol fail impl 
52573,Post-osse mech fail impl 
52579,Endos dentl imp fail NEC 
5258, Dental disorder NEC 
5259, Dental disorder NOS 
5260, Devel odontogenic cysts 
5261, Fissural cysts of jaw 
5262, Cysts of jaws NEC 
5263, Cent giant cell granulom 
5264, Inflammation of jaw 
5265, Alveolitis of jaw 
52661,Perfor root canal space 
52662,Endodontic overfill 
52663,Endodontic underfill 
52669,Periradicular path NEC 
52681,Exostosis of jaw 
52689,Jaw disease NEC 
5269, Jaw disease NOS 
5270, Salivary gland atrophy 
5271, Salivary glnd hyprtrophy 
5272, Sialoadenitis 
5273, Salivary gland abscess 
5274, Salivary gland fistula 
5275, Sialolithiasis 
5276, Salivary gland mucocele 
5277, Salivary secretion dis 
5278, Salivary gland dis NEC 
5279, Salivary gland dis NOS 
52800,Stomatitis/mucositis NOS 
52801,Mucosits d/t antineo rx 
52802,Mucositis d/t drugs NEC 
52809,Stomatits & mucosits NEC 
5281, Cancrum oris 
5282, Oral aphthae 
5283, Cellulitis/abscess mouth 
5284, Oral soft tissue cyst 
5285, Diseases of lips 
5286, Leukoplakia oral mucosa 
52871,Keratin ridge mucosa-min 
52872,Keratin ridge muc-excess 
52879,Dist oral epithelium NEC 
5288, Oral submucosal fibrosis 
5289, Oral soft tissue dis NEC 
5290, Glossitis 
5291, Geographic tongue 
5292, Med rhomboid glossitis 
5293, Hypertroph tongue papill 
5294, Atrophy tongue papillae 
5295, Plicated tongue 
5296, Glossodynia 
5298, Tongue disorder NEC 
5299, Tongue disorder NOS 
5300, Achalasia & cardiospasm 
53010,"Esophagitis, unspecified "
53011,Reflux esophagitis 
53012,Acute esophagitis 
53013,Eosinophilic esophagitis 
53019,Other esophagitis 
53020,Ulc esophagus w/o bleed 
53021,Ulcer esophagus w bleed 
5303, Esophageal stricture 
5304, Perforation of esophagus 
5305, Dyskinesia of esophagus 
5306, Acq esophag diverticulum 
5307, Mallory-weiss syndrome 
53081,Esophageal reflux 
53082,Esophageal hemorrhage 
53083,Esophageal leukoplakia 
53084,Tracheoesophageal fstula 
53085,Barrett's esophagus 
53086,Esophagostomy infection 
53087,Mech comp esophagostomy 
53089,Other dsrders esophagus 
5309, Esophageal disorder NOS 
53100,Ac stomach ulcer w hem 
53101,Ac stomac ulc w hem-obst 
53110,Ac stomach ulcer w perf 
53111,Ac stom ulc w perf-obst 
53120,Ac stomac ulc w hem/perf 
53121,Ac stom ulc hem/perf-obs 
53130,Acute stomach ulcer NOS 
53131,Ac stomach ulc NOS-obstr 
53140,Chr stomach ulc w hem 
53141,Chr stom ulc w hem-obstr 
53150,Chr stomach ulcer w perf 
53151,Chr stom ulc w perf-obst 
53160,Chr stomach ulc hem/perf 
53161,Chr stom ulc hem/perf-ob 
53170,Chr stomach ulcer NOS 
53171,Chr stomach ulc NOS-obst 
53190,Stomach ulcer NOS 
53191,Stomach ulcer NOS-obstr 
53200,Ac duodenal ulcer w hem 
53201,Ac duoden ulc w hem-obst 
53210,Ac duodenal ulcer w perf 
53211,Ac duoden ulc perf-obstr 
53220,Ac duoden ulc w hem/perf 
53221,Ac duod ulc hem/perf-obs 
53230,Acute duodenal ulcer NOS 
53231,Ac duodenal ulc NOS-obst 
53240,Chr duoden ulcer w hem 
53241,Chr duoden ulc hem-obstr 
53250,Chr duoden ulcer w perf 
53251,Chr duoden ulc perf-obst 
53260,Chr duoden ulc hem/perf 
53261,Chr duod ulc hem/perf-ob 
53270,Chr duodenal ulcer NOS 
53271,Chr duoden ulc NOS-obstr 
53290,Duodenal ulcer NOS 
53291,Duodenal ulcer NOS-obstr 
53300,Ac peptic ulcer w hemorr 
53301,Ac peptic ulc w hem-obst 
53310,Ac peptic ulcer w perfor 
53311,Ac peptic ulc w perf-obs 
53320,Ac peptic ulc w hem/perf 
53321,Ac pept ulc hem/perf-obs 
53330,Acute peptic ulcer NOS 
53331,Ac peptic ulcer NOS-obst 
53340,Chr peptic ulcer w hem 
53341,Chr peptic ulc w hem-obs 
53350,Chr peptic ulcer w perf 
53351,Chr peptic ulc perf-obst 
53360,Chr pept ulc w hem/perf 
53361,Chr pept ulc hem/perf-ob 
53370,Chronic peptic ulcer NOS 
53371,Chr peptic ulcer NOS-obs 
53390,Peptic ulcer NOS 
53391,Peptic ulcer NOS-obstruc 
53400,Ac marginal ulcer w hem 
53401,Ac margin ulc w hem-obst 
53410,Ac marginal ulcer w perf 
53411,Ac margin ulc w perf-obs 
53420,Ac margin ulc w hem/perf 
53421,Ac marg ulc hem/perf-obs 
53430,Ac marginal ulcer NOS 
53431,Ac marginal ulc NOS-obst 
53440,Chr marginal ulcer w hem 
53441,Chr margin ulc w hem-obs 
53450,Chr marginal ulc w perf 
53451,Chr margin ulc perf-obst 
53460,Chr margin ulc hem/perf 
53461,Chr marg ulc hem/perf-ob 
53470,Chr marginal ulcer NOS 
53471,Chr marginal ulc NOS-obs 
53490,Gastrojejunal ulcer NOS 
53491,Gastrojejun ulc NOS-obst 
53500,Acute gastrtis w/o hmrhg 
53501,Acute gastritis w hmrhg 
53510,Atrph gastrtis w/o hmrhg 
53511,Atrph gastritis w hmrhg 
53520,Gstr mcsl hyprt w/o hmrg 
53521,Gstr mcsl hyprt w hmrg 
53530,Alchl gastrtis w/o hmrhg 
53531,Alchl gstritis w hmrhg 
53540,Oth spf gstrt w/o hmrhg 
53541,Oth spf gastrt w hmrhg 
53550,Gstr/ddnts NOS w/o hmrhg 
53551,Gstr/ddnts NOS w hmrhg 
53560,Duodenitis w/o hmrhg 
53561,Duodenitis w hmrhg 
53570,Eosinophil gastrt wo hem 
53571,Eosinophilc gastrt w hem 
5360, Achlorhydria 
5361, Ac dilation of stomach 
5362, Persistent vomiting 
5363, Gastroparesis 
53640,Gastrostomy comp NOS 
53641,Gastrostomy infection 
53642,Gastrostomy comp - mech 
53649,Gastrostomy comp NEC 
5368, Stomach function dis NEC 
5369, Stomach function dis NOS 
5370, Acq pyloric stenosis 
5371, Gastric diverticulum 
5372, Chronic duodenal ileus 
5373, Duodenal obstruction NEC 
5374, Gastric/duodenal fistula 
5375, Gastroptosis 
5376, Hourglass stricture stom 
53781,Pylorospasm 
53782,Angio stm/dudn w/o hmrhg 
53783,Angio stm/dudn w hmrhg 
53784,"Dieulafoy les,stom&duod "
53789,Gastroduodenal dis NEC 
5379, Gastroduodenal dis NOS 
538,  GI mucositis (ulceratve) 
53901,Inf d/t gastrc band proc 
53909,Oth cmp gastrc band proc 
53981,Inf d/t ot bariatrc proc 
53989,Ot comp ot bariatrc proc 
5400, Ac append w peritonitis 
5401, Abscess of appendix 
5409, Acute appendicitis NOS 
541,  Appendicitis NOS 
542,  Other appendicitis 
5430, Hyperplasia of appendix 
5439, Diseases of appendix NEC 
55000,Unilat ing hernia w gang 
55001,Recur unil ing hern-gang 
55002,Bilat ing hernia w gang 
55003,Recur bil ing hern-gang 
55010,Unilat ing hernia w obst 
55011,Recur unil ing hern-obst 
55012,Bilat ing hernia w obst 
55013,Recur bil ing hern-obstr 
55090,Unilat inguinal hernia 
55091,Recur unilat inguin hern 
55092,Bilat inguinal hernia 
55093,Recur bilat inguin hern 
55100,Unil femoral hern w gang 
55101,Rec unil fem hern w gang 
55102,Bilat fem hern w gang 
55103,Recur bil fem hern-gang 
5511, Umbilical hernia w gangr 
55120,Gangr ventral hernia NOS 
55121,Gangr incisional hernia 
55129,Gang ventral hernia NEC 
5513, Diaphragm hernia w gangr 
5518," Hernia, site NEC w gangr "
5519," Hernia, site NOS w gangr "
55200,Unil femoral hern w obst 
55201,Rec unil fem hern w obst 
55202,Bil femoral hern w obstr 
55203,Rec bil fem hern w obstr 
5521, Umbilical hernia w obstr 
55220,Obstr ventral hernia NOS 
55221,Obstr incisional hernia 
55229,Obstr ventral hernia NEC 
5523, Diaphragm hernia w obstr 
5528," Hernia, site NEC w obstr "
5529," Hernia, site NOS w obstr "
55300,Unilat femoral hernia 
55301,Recur unil femoral hern 
55302,Bilateral femoral hernia 
55303,Recur bilat femoral hern 
5531, Umbilical hernia 
55320,Ventral hernia NOS 
55321,Incisional hernia 
55329,Ventral hernia NEC 
5533, Diaphragmatic hernia 
5538, Hernia NEC 
5539, Hernia NOS 
5550," Reg enteritis, sm intest "
5551," Reg enteritis, lg intest "
5552, Reg enterit sm/lg intest 
5559, Regional enteritis NOS 
5560, Ulcerative enterocolitis 
5561, Ulcerative ileocolitis 
5562, Ulcerative proctitis 
